,order_number,order_date,customer_name,channel,product_name,order_quantity,unit_price,revenue,total_unit_cost,state,county,state_name,region,lat,lon,budget,total_cost,profit,profit_margin_pct,order_month,month_name
48454,SO - 0003543,2017-02-22,Cogidoo Company,Wholesale,Product 15,9,2780.5,25024.5,1445.8600000000001,CA,Solano County,California,West,38.35658,-121.98774,3299478.315,13012.740000000002,12011.759999999998,47.99999999999999,2017-02,2
48455,SO - 0005668,2017-02-22,WOCKHARDT Group,Export,Product 26,6,1031.8,6190.799999999999,577.808,MI,Wayne County,Michigan,Midwest,42.24087,-83.26965,5685138.2700000005,3466.848,2723.9519999999993,43.99999999999999,2017-02,2
48456,SO - 0007962,2017-02-22,Brainspher Ltd,Distributor,Product 5,7,3886.0,27202.0,1748.7,CO,Jefferson County/Adams County,Colorado,West,39.83373,-105.15031,3925424.5420000004,12240.9,14961.1,55.00000000000001,2017-02,2
48457,SO - 0009708,2017-02-22,Ozu Ltd,Wholesale,Product 19,7,3477.3,24341.100000000002,1390.92,TX,Aransas County/Kleberg County/Nueces County/San Patricio County,Texas,South,27.75425,-97.17339,1645841.6,9736.44,14604.660000000002,60.0,2017-02,2
48458,SO - 0008460,2017-02-22,Mydo Corp,Distributor,Product 4,8,917.9,7343.2,771.036,MI,Oakland County,Michigan,Midwest,42.66198,-83.38792,2885560.824,6168.288,1174.9120000000003,16.000000000000004,2017-02,2
48459,SO - 0004257,2017-02-22,Aibox Company,Wholesale,Product 6,8,2559.4,20475.2,2098.708,OH,Greene County,Ohio,Midwest,39.72765,-84.03425,1672229.416,16789.664,3685.536,18.0,2017-02,2
48460,SO - 0006017,2017-02-22,Cogilith Group,Export,Product 20,5,1775.5,8877.5,1296.115,PA,Allegheny County,Pennsylvania,Northeast,40.44062,-79.99589,2067108.1199999999,6480.575,2396.925,27.0,2017-02,2
48461,SO - 0007353,2017-02-22,EMD Group,Export,Product 14,11,5092.0,56012.0,4226.36,UT,Utah County,Utah,West,40.23384,-111.65853,4028698.4090000005,46489.96,9522.04,17.0,2017-02,2
48462,SO - 0007789,2017-02-22,Epic Group,Distributor,Product 19,5,180.9,904.5,135.675,AZ,Pima County,Arizona,West,32.29785,-110.9187,1645841.6,678.375,226.125,25.0,2017-02,2
48463,SO - 0008236,2017-02-22,EMD Group,Distributor,Product 4,10,3845.8,38458.0,1884.442,AZ,Pima County,Arizona,West,32.32341,-110.9951,2885560.824,18844.42,19613.58,51.0,2017-02,2
48464,SO - 0009674,2017-02-22,Blogspan Ltd,Wholesale,Product 5,10,1058.6000000000001,10586.000000000002,624.5740000000001,UT,Salt Lake County,Utah,West,40.59161,-111.8841,3925424.5420000004,6245.740000000001,4340.260000000001,41.0,2017-02,2
48465,SO - 0004031,2017-02-22,Skyble Corp,Distributor,Product 1,9,1755.4,15798.6,983.0240000000001,IL,DuPage County,Illinois,Midwest,41.948,-87.98061,3016489.209,8847.216,6951.384,44.0,2017-02,2
48466,SO - 0004449,2017-02-22,Chatterpoi Corp,Wholesale,Product 19,10,1125.6000000000001,11256.000000000002,664.104,MN,Anoka County,Minnesota,Midwest,45.11997,-93.28773,1645841.6,6641.040000000001,4614.960000000001,41.0,2017-02,2
48467,SO - 0005069,2017-02-22,Zoonder Group,Wholesale,Product 25,8,1862.6000000000001,14900.800000000001,819.5440000000001,MI,Oakland County,Michigan,Midwest,42.60559,-83.14993,5342315.484,6556.352000000001,8344.448,55.99999999999999,2017-02,2
48468,SO - 0008054,2017-02-22,Sanum-Kehl Group,Wholesale,Product 14,5,1266.3,6331.5,810.432,CT,Fairfield County,Connecticut,Northeast,41.07986,-73.54603,4028698.4090000005,4052.16,2279.34,36.00000000000001,2017-02,2
48469,SO - 0008745,2017-02-22,Oozz Group,Wholesale,Product 26,6,931.3000000000001,5587.8,447.024,FL,Hillsborough County,Florida,South,28.01057,-82.57732,5685138.2700000005,2682.1440000000002,2905.656,52.0,2017-02,2
48470,SO - 0008779,2017-02-22,US Ltd,Export,Product 26,5,1132.3,5661.5,532.1809999999999,CA,Los Angeles County,California,West,34.69804,-118.13674,5685138.2700000005,2660.9049999999997,3000.5950000000003,53.0,2017-02,2
48471,SO - 0008890,2017-02-22,Zoovu Corp,Export,Product 3,5,3631.4,18157.0,1561.502,CO,Adams County/Douglas County/Arapahoe County,Colorado,West,39.688,-104.68974,2642352.432,7807.51,10349.49,56.99999999999999,2017-02,2
48472,SO - 0010302,2017-02-22,Oba Company,Wholesale,Product 15,10,167.5,1675.0,137.35,FL,Hillsborough County,Florida,South,28.01057,-82.57732,3299478.315,1373.5,301.5,18.0,2017-02,2
48473,SO - 0009087,2017-02-22,Omba Group,Wholesale,Product 1,9,2211.0,19899.0,1238.16,MA,Worcester County,Massachusetts,Northeast,42.26259,-71.80229,3016489.209,11143.44,8755.56,43.99999999999999,2017-02,2
48474,SO - 000749,2017-02-22,Viva Ltd,Distributor,Product 28,5,1125.6000000000001,5628.000000000001,529.032,FL,Broward County,Florida,South,26.23786,-80.12477,1003867.767,2645.1600000000003,2982.8400000000006,53.0,2017-02,2
48475,SO - 0003294,2017-02-22,Aimbo Corp,Wholesale,Product 28,11,1098.8,12086.8,736.196,CA,Yolo County,California,West,38.58046,-121.53023,1003867.767,8098.156,3988.6439999999993,32.99999999999999,2017-02,2
48476,SO - 0003476,2017-02-22,Terumo Corp,Distributor,Product 20,9,830.8000000000001,7477.200000000001,697.8720000000001,NJ,Ocean County,New Jersey,Northeast,40.0908,-74.36126,2067108.1199999999,6280.848000000001,1196.3519999999999,15.999999999999998,2017-02,2
48477,SO - 0007163,2017-02-22,Realpoint Corp,Export,Product 15,9,1112.2,10009.800000000001,912.004,OR,Benton County/Linn County,Oregon,West,44.62693,-123.09674,3299478.315,8208.036,1801.764000000001,18.000000000000007,2017-02,2
48478,SO - 0010668,2017-02-22,Kaymbo Company,Wholesale,Product 3,10,221.1,2211.0,90.651,AZ,Maricopa County,Arizona,West,33.42227,-111.82264,2642352.432,906.51,1304.49,59.0,2017-02,2
48479,SO - 0009170,2017-02-22,Rhynoodle Ltd,Wholesale,Product 4,7,201.0,1407.0,120.6,CA,Los Angeles County,California,West,33.93029,-118.21146,2885560.824,844.1999999999999,562.8000000000001,40.0,2017-02,2
48480,SO - 0002425,2017-02-22,Valeant Corp,Distributor,Product 2,10,3946.3,39463.0,1973.15,CT,New Haven County,Connecticut,Northeast,41.310810000000004,-72.92495,3050087.565,19731.5,19731.5,50.0,2017-02,2
48481,SO - 0002769,2017-02-22,Organon Corp,Distributor,Product 18,10,3886.0,38860.0,2137.3,IN,Lake County,Indiana,Midwest,41.61329,-87.47085,2309499.045,21373.0,17487.0,45.0,2017-02,2
48482,SO - 0008029,2017-02-22,Mydo Corp,Wholesale,Product 3,11,3390.2000000000003,37292.200000000004,1729.0020000000002,WA,Pierce County,Washington,West,47.14121,-122.27012,2642352.432,19019.022,18273.178000000004,49.00000000000001,2017-02,2
48483,SO - 0009240,2017-02-22,Lazzy Group,Wholesale,Product 13,9,3886.0,34974.0,2059.58,IL,Cook County,Illinois,Midwest,42.02803,-88.20364,3720639.645,18536.22,16437.78,47.0,2017-02,2
48484,SO - 0010418,2017-02-22,Muxo Group,Export,Product 7,7,1152.4,8066.800000000001,898.8720000000001,CA,Los Angeles County,California,West,33.97612,-117.90534,889737.555,6292.104,1774.6960000000008,22.000000000000007,2017-02,2
48485,SO - 0010111,2017-02-22,Tambee Company,Distributor,Product 10,5,167.5,837.5,73.7,MN,Hennepin County,Minnesota,Midwest,45.01052,-93.45551,864331.624,368.5,469.0,56.00000000000001,2017-02,2
48486,SO - 000395,2017-02-23,Flipbug Ltd,Wholesale,Product 2,5,1748.7,8743.5,751.941,FL,Miami-Dade County,Florida,South,25.70816,-80.407,3050087.565,3759.705,4983.795,57.00000000000001,2017-02,2
48487,SO - 0001056,2017-02-23,GOOD Ltd,Distributor,Product 20,5,2881.0,14405.0,1325.26,MA,Hampden County,Massachusetts,Northeast,42.10148,-72.58981,2067108.1199999999,6626.3,7778.7,54.0,2017-02,2
48488,SO - 0002399,2017-02-23,Cogilith Group,Distributor,Product 7,6,234.5,1407.0,103.18,MN,Hennepin County,Minnesota,Midwest,44.97997,-93.26384,889737.555,619.08,787.92,55.99999999999999,2017-02,2
48489,SO - 0003849,2017-02-23,State Ltd,Export,Product 19,5,3819.0,19095.0,1909.5,TX,Tarrant County,Texas,South,32.73569,-97.10807,1645841.6,9547.5,9547.5,50.0,2017-02,2
48490,SO - 0004776,2017-02-23,Voonyx Group,Wholesale,Product 26,5,1025.1000000000001,5125.500000000001,410.0400000000001,CA,Los Angeles County,California,West,34.18084,-118.30897,5685138.2700000005,2050.2000000000003,3075.3000000000006,60.0,2017-02,2
48491,SO - 0009567,2017-02-23,Internatio Company,Wholesale,Product 13,10,2974.8,29748.0,1784.88,CO,El Paso County,Colorado,West,38.83388,-104.82136,3720639.645,17848.800000000003,11899.199999999997,39.99999999999999,2017-02,2
48492,SO - 0001031,2017-02-23,Jaxbean Group,Distributor,Product 14,11,998.3000000000001,10981.300000000001,788.657,CA,Sonoma County,California,West,38.23242,-122.63665,4028698.4090000005,8675.227,2306.0730000000003,21.000000000000004,2017-02,2
48493,SO - 0001611,2017-02-23,Bath Group,Export,Product 3,10,2257.9,22579.0,1264.4240000000002,VA,Virginia Beach city,Virginia,South,36.85293,-75.97799,2642352.432,12644.240000000002,9934.759999999998,43.99999999999999,2017-02,2
48494,SO - 0001861,2017-02-23,Browsebug Company,Wholesale,Product 10,12,1963.1000000000001,23557.2,1217.122,AR,Pulaski County,Arkansas,South,34.74648,-92.28959,864331.624,14605.464,8951.736,38.0,2017-02,2
48495,SO - 0004933,2017-02-23,Zava Group,Wholesale,Product 25,11,857.6,9433.6,420.224,TN,Sumner County,Tennessee,South,36.30477,-86.62,5342315.484,4622.464,4811.136,51.0,2017-02,2
48496,SO - 0006170,2017-02-23,Wordware Company,Wholesale,Product 26,5,938.0,4690.0,684.74,AZ,Pima County,Arizona,West,32.32341,-110.9951,5685138.2700000005,3423.7,1266.3000000000002,27.0,2017-02,2
48497,SO - 0007635,2017-02-23,Golden Corp,Wholesale,Product 10,10,3872.6,38726.0,2749.546,IL,DuPage County,Illinois,Midwest,41.94563,-88.08462,864331.624,27495.46,11230.54,29.000000000000004,2017-02,2
48498,SO - 0009715,2017-02-23,Holston Company,Wholesale,Product 30,8,917.9,7343.2,670.067,OR,Benton County,Oregon,West,44.56457,-123.26204,1011609.684,5360.536,1982.6639999999998,26.999999999999996,2017-02,2
48499,SO - 0001368,2017-02-23,Gigabox Group,Wholesale,Product 3,12,2418.7000000000003,29024.4,1330.2850000000003,GA,Peach County/Houston County,Georgia,South,32.5971,-83.65394,2642352.432,15963.420000000004,13060.979999999998,44.99999999999999,2017-02,2
48500,SO - 0002874,2017-02-23,Pacific Ltd,Export,Product 27,7,1179.2,8254.4,919.7760000000001,WA,Benton County,Washington,West,46.28569,-119.28446,964940.2310000001,6438.432000000001,1815.967999999999,21.99999999999999,2017-02,2
48501,SO - 0003755,2017-02-23,Holston Company,Distributor,Product 25,10,2579.5,25795.0,2115.19,CT,Fairfield County,Connecticut,Northeast,41.20569,-73.12799,5342315.484,21151.9,4643.0999999999985,17.999999999999993,2017-02,2
48502,SO - 0005894,2017-02-23,Zooveo Company,Distributor,Product 1,10,3852.5,38525.0,2234.45,CO,Adams County,Colorado,West,39.80832,-104.93387,3016489.209,22344.5,16180.5,42.0,2017-02,2
48503,SO - 0006815,2017-02-23,Wordware Company,Distributor,Product 21,8,3557.7000000000003,28461.600000000002,1600.9650000000001,CT,Fairfield County,Connecticut,Northeast,41.39874,-73.4781,959899.2180000001,12807.720000000001,15653.880000000001,55.00000000000001,2017-02,2
48504,SO - 0008807,2017-02-23,Janyx Group,Export,Product 3,5,3001.6,15008.0,2251.2,CA,Placer County,California,West,38.75212,-121.28801,2642352.432,11256.0,3752.0,25.0,2017-02,2
48505,SO - 000874,2017-02-23,Janyx Group,Wholesale,Product 4,12,2505.8,30069.600000000002,1378.1900000000003,IL,DuPage County,Illinois,Midwest,41.77193,-88.09209,2885560.824,16538.280000000002,13531.32,44.99999999999999,2017-02,2
48506,SO - 0001191,2017-02-23,Meejo Corp,Distributor,Product 26,9,5567.7,50109.299999999996,4175.775,OH,Butler County,Ohio,Midwest,39.3995,-84.56134,5685138.2700000005,37581.975,12527.324999999997,24.999999999999996,2017-02,2
48507,SO - 0002154,2017-02-23,Gabvine Ltd,Distributor,Product 16,6,3872.6,23235.6,2594.6420000000003,NY,Westchester County,New York,Northeast,40.91149,-73.78235,2062061.144,15567.852000000003,7667.747999999996,32.999999999999986,2017-02,2
48508,SO - 0002684,2017-02-23,Golden Corp,Wholesale,Product 15,5,2418.7000000000003,12093.500000000002,1620.5290000000002,IA,Plymouth County/Woodbury County,Iowa,Midwest,42.49567,-96.39053,3299478.315,8102.645000000001,3990.8550000000005,33.0,2017-02,2
48509,SO - 0003121,2017-02-23,Mita Corp,Export,Product 12,6,1172.5,7035.0,656.6,TX,Collin County,Texas,South,33.10317,-96.67055,1356976.996,3939.6000000000004,3095.3999999999996,43.99999999999999,2017-02,2
48510,SO - 0007234,2017-02-23,Flipbug Ltd,Export,Product 26,10,3825.7000000000003,38257.0,1759.8220000000001,MA,Plymouth County,Massachusetts,Northeast,41.89806,-70.62417,5685138.2700000005,17598.22,20658.78,53.99999999999999,2017-02,2
48511,SO - 0009826,2017-02-23,Zooveo Company,Wholesale,Product 4,11,3819.0,42009.0,2711.49,IL,Lake County,Illinois,Midwest,42.36363,-87.84479,2885560.824,29826.39,12182.61,29.000000000000004,2017-02,2
48512,SO - 0008497,2017-02-23,Kaymbo Company,Distributor,Product 26,9,2412.0,21708.0,1784.8799999999999,IL,Cook County,Illinois,Midwest,41.59859,-87.85041,5685138.2700000005,16063.919999999998,5644.080000000002,26.000000000000007,2017-02,2
48513,SO - 0008506,2017-02-23,Nexus Group,Distributor,Product 15,8,1882.7,15061.6,1355.5439999999999,GA,Clarke County,Georgia,South,33.95219,-83.36715,3299478.315,10844.351999999999,4217.248000000001,28.000000000000007,2017-02,2
48514,SO - 0008315,2017-02-23,Nexus Group,Wholesale,Product 17,7,4020.0,28140.0,2613.0,CT,Fairfield County,Connecticut,Northeast,41.09274,-73.4198,2119616.824,18291.0,9849.0,35.0,2017-02,2
48515,SO - 0004569,2017-02-23,Camido Company,Wholesale,Product 5,7,2767.1,19369.7,1632.589,AZ,Pima County,Arizona,West,32.32341,-110.9951,3925424.5420000004,11428.123,7941.577000000001,41.0,2017-02,2
48516,SO - 0004923,2017-02-23,Family Corp,Wholesale,Product 18,8,1949.7,15597.6,1559.7600000000002,WA,Pierce County,Washington,West,47.25288,-122.44429,2309499.045,12478.080000000002,3119.5199999999986,19.99999999999999,2017-02,2
48517,SO - 0005596,2017-02-23,Zooxo Ltd,Distributor,Product 2,10,1172.5,11725.0,996.625,GA,Fulton County,Georgia,South,33.92427,-84.37854,3050087.565,9966.25,1758.75,15.0,2017-02,2
48518,SO - 0008238,2017-02-23,Wise Company,Distributor,Product 17,5,268.0,1340.0,131.32,MI,Macomb County,Michigan,Midwest,42.6731,-83.03656,2119616.824,656.5999999999999,683.4000000000001,51.000000000000014,2017-02,2
48519,SO - 0008576,2017-02-23,Gabvine Ltd,Wholesale,Product 7,7,2405.3,16837.100000000002,2044.505,CA,Los Angeles County,California,West,33.84918,-118.38841,889737.555,14311.535,2525.5650000000023,15.00000000000001,2017-02,2
48520,SO - 0010318,2017-02-23,Zoomzone Corp,Wholesale,Product 13,10,1963.1000000000001,19631.0,1217.122,FL,Leon County,Florida,South,30.43826,-84.28073,3720639.645,12171.220000000001,7459.779999999999,37.99999999999999,2017-02,2
48521,SO - 0003890,2017-02-23,Skyble Corp,Wholesale,Product 14,12,917.9,11014.8,614.993,CA,San Mateo County,California,West,37.48522,-122.23635,4028698.4090000005,7379.916000000001,3634.883999999998,32.999999999999986,2017-02,2
48522,SO - 0005067,2017-02-23,Oozz Group,Distributor,Product 26,8,3356.7000000000003,26853.600000000002,1879.7520000000004,OK,Rogers County/Wagoner County/Osage County/Tulsa County,Oklahoma,South,36.12795,-95.90232,5685138.2700000005,15038.016000000003,11815.583999999999,43.99999999999999,2017-02,2
48523,SO - 0005855,2017-02-23,Divanoodle Ltd,Distributor,Product 14,11,3899.4,42893.4,2456.6220000000003,WI,Rock County,Wisconsin,Midwest,42.68279,-89.01872,4028698.4090000005,27022.842000000004,15870.557999999997,36.99999999999999,2017-02,2
48524,SO - 0008602,2017-02-23,Buzzbean Group,Distributor,Product 19,7,1125.6000000000001,7879.200000000001,495.26400000000007,OK,Garfield County,Oklahoma,South,36.39559,-97.87839,1645841.6,3466.8480000000004,4412.352000000001,56.00000000000001,2017-02,2
48525,SO - 0009915,2017-02-23,Aveda Group,Wholesale,Product 13,8,1098.8,8790.4,582.364,CO,Douglas County,Colorado,West,39.55388,-104.96943,3720639.645,4658.912,4131.487999999999,47.0,2017-02,2
48526,SO - 000404,2017-02-24,SAFEWAY Ltd,Wholesale,Product 18,11,3886.0,42746.0,2020.72,IN,Vanderburgh County,Indiana,Midwest,37.96821,-87.49674,2309499.045,22227.920000000002,20518.079999999998,48.0,2017-02,2
48527,SO - 0001298,2017-02-24,Avamba Company,Distributor,Product 6,12,951.4,11416.8,437.644,IL,Lake County,Illinois,Midwest,42.19779,-87.94553,1672229.416,5251.728,6165.071999999999,53.99999999999999,2017-02,2
48528,SO - 0002160,2017-02-24,Talane Group,Distributor,Product 18,5,1065.3,5326.5,703.098,AZ,Maricopa County,Arizona,West,33.37032,-112.58378,2309499.045,3515.49,1811.0100000000002,34.0,2017-02,2
48529,SO - 0003116,2017-02-24,Fivebridge Ltd,Export,Product 7,12,1058.6000000000001,12703.2,476.37000000000006,TX,Collin County/Denton County,Texas,South,33.05077,-96.74794,889737.555,5716.4400000000005,6986.76,54.99999999999999,2017-02,2
48530,SO - 0003548,2017-02-24,H Ltd,Export,Product 26,7,1172.5,8207.5,644.875,NY,Erie County,New York,Northeast,43.01164,-78.75715,5685138.2700000005,4514.125,3693.375,45.0,2017-02,2
48531,SO - 0003681,2017-02-24,Realbuzz Ltd,Wholesale,Product 15,7,268.0,1876.0,155.44,CA,Sonoma County,California,West,38.44047,-122.71443,3299478.315,1088.08,787.9200000000001,42.00000000000001,2017-02,2
48532,SO - 0004666,2017-02-24,Skyvu Group,Distributor,Product 6,9,777.2,6994.8,536.268,NY,Erie County,New York,Northeast,42.90339,-78.75475,1672229.416,4826.412,2168.388,31.0,2017-02,2
48533,SO - 0004670,2017-02-24,Deseret Group,Distributor,Product 26,12,2579.5,30954.0,2037.805,CT,New Haven County,Connecticut,Northeast,41.30815,-72.92816,5685138.2700000005,24453.66,6500.34,21.0,2017-02,2
48534,SO - 0006051,2017-02-24,Cantrell Company,Wholesale,Product 27,7,227.8,1594.6000000000001,177.68400000000003,IA,Dubuque County,Iowa,Midwest,42.50056,-90.66457,964940.2310000001,1243.7880000000002,350.8119999999999,21.999999999999993,2017-02,2
48535,SO - 0007503,2017-02-24,Blogspan Ltd,Wholesale,Product 25,8,837.5,6700.0,711.875,IL,Cook County,Illinois,Midwest,42.1014,-87.74493,5342315.484,5695.0,1005.0,15.0,2017-02,2
48536,SO - 0007652,2017-02-24,Zooxo Ltd,Wholesale,Product 25,12,2673.3,32079.600000000002,1229.718,NY,Westchester County,New York,Northeast,40.91149,-73.78235,5342315.484,14756.616000000002,17322.984,53.99999999999999,2017-02,2
48537,SO - 0008057,2017-02-24,Wise Company,Distributor,Product 2,9,201.0,1809.0,92.46000000000001,CO,Boulder County/Weld County,Colorado,West,40.16984,-105.09901,3050087.565,832.1400000000001,976.8599999999999,53.99999999999999,2017-02,2
48538,SO - 0008062,2017-02-24,Geiss Company,Wholesale,Product 18,10,3892.7000000000003,38927.0,2724.89,MN,Washington County,Minnesota,Midwest,44.92386,-92.95938,2309499.045,27248.899999999998,11678.100000000002,30.000000000000004,2017-02,2
48539,SO - 0010250,2017-02-24,SAFEWAY Ltd,Wholesale,Product 25,12,1139.0,13668.0,728.96,GA,Lowndes County,Georgia,South,30.8327,-83.27849,5342315.484,8747.52,4920.48,36.0,2017-02,2
48540,SO - 0008188,2017-02-24,Centizu Company,Distributor,Product 29,12,2633.1,31597.199999999997,1895.8319999999999,CA,Los Angeles County,California,West,34.13612,-117.86534,594471.5700000001,22749.983999999997,8847.216,28.000000000000004,2017-02,2
48541,SO - 0009662,2017-02-24,NARS Group,Export,Product 18,6,3986.5,23919.0,2511.495,CA,Butte County,California,West,39.72849,-121.83748,2309499.045,15068.97,8850.03,37.00000000000001,2017-02,2
48542,SO - 0009496,2017-02-24,Roberts Company,Distributor,Product 25,6,5386.8,32320.800000000003,3070.4759999999997,TX,Comal County/Guadalupe County,Texas,South,29.69931,-98.11513,5342315.484,18422.856,13897.944000000003,43.00000000000001,2017-02,2
48543,SO - 0010628,2017-02-24,Fivebridge Ltd,Wholesale,Product 6,10,1943.0,19430.0,796.63,MI,Oakland County,Michigan,Midwest,42.65837,-83.14993,1672229.416,7966.3,11463.7,59.00000000000001,2017-02,2
48544,SO - 0001553,2017-02-24,Golden Corp,Distributor,Product 25,12,5929.5,71154.0,2786.865,IN,Allen County,Indiana,Midwest,41.1306,-85.12886,5342315.484,33442.38,37711.62,53.0,2017-02,2
48545,SO - 0001792,2017-02-24,Epic Group,Distributor,Product 25,7,2519.2000000000003,17634.4,1007.6800000000002,TN,Hawkins County/Sullivan County,Tennessee,South,36.51989,-82.54464,5342315.484,7053.760000000001,10580.64,59.999999999999986,2017-02,2
48546,SO - 0003815,2017-02-24,Aldi Ltd,Wholesale,Product 14,11,3798.9,41787.9,2887.164,TX,Jones County/Taylor County,Texas,South,32.45451,-99.73815,4028698.4090000005,31758.804000000004,10029.095999999998,23.999999999999993,2017-02,2
48547,SO - 0007728,2017-02-24,BTA Corp,Wholesale,Product 13,5,1112.2,5561.0,533.856,VA,Loudoun County,Virginia,South,39.11566,-77.5636,3720639.645,2669.2799999999997,2891.7200000000003,52.0,2017-02,2
48548,SO - 0007739,2017-02-24,Janyx Group,Wholesale,Product 22,6,857.6,5145.6,445.95200000000006,CA,Sacramento County,California,West,38.61713,-121.32828,663601.902,2675.7120000000004,2469.888,47.99999999999999,2017-02,2
48549,SO - 0008331,2017-02-24,Vinte Group,Export,Product 21,10,174.20000000000002,1742.0000000000002,102.778,MA,Bristol County,Massachusetts,Northeast,41.9001,-71.08977,959899.2180000001,1027.78,714.2200000000003,41.00000000000001,2017-02,2
48550,SO - 0009489,2017-02-24,NCS Group,Wholesale,Product 29,9,1118.9,10070.1,525.883,NY,Nassau County,New York,Northeast,40.80336,-73.6784,594471.5700000001,4732.947,5337.153,53.0,2017-02,2
48551,SO - 0008632,2017-02-24,Alembic Ltd,Export,Product 5,6,3229.4,19376.4,2389.756,IL,Cook County,Illinois,Midwest,41.88503,-87.7845,3925424.5420000004,14338.536,5037.864000000001,26.000000000000007,2017-02,2
48552,SO - 0010217,2017-02-24,Nexus Group,Wholesale,Product 26,11,978.2,10760.2,538.0100000000001,CT,New Haven County,Connecticut,Northeast,41.27212,-72.9675,5685138.2700000005,5918.1100000000015,4842.089999999999,44.99999999999999,2017-02,2
48553,SO - 000110,2017-02-24,Holston Company,Wholesale,Product 4,6,1956.4,11738.400000000001,1212.968,CA,Butte County,California,West,39.72849,-121.83748,2885560.824,7277.808000000001,4460.592000000001,38.0,2017-02,2
48554,SO - 000722,2017-02-24,Nexus Group,Distributor,Product 7,7,2452.2000000000003,17165.4,1054.4460000000001,AZ,Maricopa County,Arizona,West,33.41477,-111.90931,889737.555,7381.122000000001,9784.278,56.99999999999999,2017-02,2
48555,SO - 0001729,2017-02-24,Realbuzz Ltd,Wholesale,Product 27,5,850.9,4254.5,485.0129999999999,MI,Washtenaw County,Michigan,Midwest,42.27087,-83.72633,964940.2310000001,2425.0649999999996,1829.4350000000004,43.00000000000001,2017-02,2
48556,SO - 0002016,2017-02-24,Ascend Ltd,Wholesale,Product 19,8,1045.2,8361.6,752.544,CA,Santa Barbara County,California,West,34.95303,-120.43572,1645841.6,6020.352,2341.2480000000005,28.000000000000004,2017-02,2
48557,SO - 0004130,2017-02-24,Browsetype Corp,Export,Product 4,11,1299.8,14297.8,1013.844,MA,Essex County,Massachusetts,Northeast,42.7762,-71.07728,2885560.824,11152.284,3145.5159999999996,21.999999999999996,2017-02,2
48558,SO - 0006487,2017-02-24,CARDINAL Group,Export,Product 26,10,247.9,2479.0,188.404,CA,San Joaquin County,California,West,37.79743,-121.21605,5685138.2700000005,1884.04,594.96,24.000000000000004,2017-02,2
48559,SO - 0009945,2017-02-24,Vimbo Company,Distributor,Product 5,8,3879.3,31034.4,1784.478,TX,Collin County/Denton County,Texas,South,33.15543,-96.8226,3925424.5420000004,14275.824,16758.576,54.0,2017-02,2
48560,SO - 0009408,2017-02-24,SAFEWAY Ltd,Wholesale,Product 17,5,241.20000000000002,1206.0,159.192,RI,Providence County,Rhode Island,Northeast,41.77982,-71.43728,2119616.824,795.96,410.03999999999996,34.0,2017-02,2
48561,SO - 0001148,2017-02-24,Podcat Corp,Wholesale,Product 25,8,770.5,6164.0,554.76,CA,Orange County,California,West,33.75918,-118.00673,5342315.484,4438.08,1725.92,28.000000000000004,2017-02,2
48562,SO - 0001670,2017-02-24,Camido Company,Distributor,Product 13,6,2405.3,14431.800000000001,1828.0280000000002,MA,Plymouth County,Massachusetts,Northeast,42.08343,-71.01838,3720639.645,10968.168000000001,3463.6319999999996,23.999999999999996,2017-02,2
48563,SO - 0003135,2017-02-24,Pixoboo Corp,Export,Product 18,6,6405.2,38431.2,4803.9,MI,Oakland County,Michigan,Midwest,42.66198,-83.38792,2309499.045,28823.399999999998,9607.8,25.0,2017-02,2
48564,SO - 0003575,2017-02-24,Divanoodle Ltd,Export,Product 27,10,2485.7000000000003,24857.000000000004,1988.5600000000004,WA,Franklin County,Washington,West,46.23958,-119.10057,964940.2310000001,19885.600000000006,4971.399999999998,19.999999999999986,2017-02,2
48565,SO - 0006192,2017-02-24,Skyvu Group,Export,Product 20,7,2458.9,17212.3,1032.738,CA,Orange County,California,West,33.931960000000004,-117.94617,2067108.1199999999,7229.166,9983.133999999998,57.99999999999999,2017-02,2
48566,SO - 0006786,2017-02-24,Army Group,Export,Product 1,11,214.4,2358.4,177.952,CA,Alameda County,California,West,37.59583,-122.01917,3016489.209,1957.472,400.9280000000001,17.000000000000004,2017-02,2
48567,SO - 0010177,2017-02-24,Army Group,Distributor,Product 25,10,1132.3,11323.0,826.579,OR,Benton County,Oregon,West,44.56457,-123.26204,5342315.484,8265.789999999999,3057.210000000001,27.000000000000007,2017-02,2
48568,SO - 0008143,2017-02-24,Brightdog Corp,Distributor,Product 16,7,1125.6000000000001,7879.200000000001,697.8720000000001,AR,Benton County,Arkansas,South,36.33202,-94.11854,2062061.144,4885.104,2994.0960000000005,38.0,2017-02,2
48569,SO - 0001276,2017-02-24,Safecor Corp,Distributor,Product 16,5,1005.0,5025.0,683.4000000000001,FL,Manatee County,Florida,South,27.49893,-82.57482,2062061.144,3417.0000000000005,1607.9999999999995,31.99999999999999,2017-02,2
48570,SO - 0003690,2017-02-24,Mycone Ltd,Wholesale,Product 26,11,3999.9,43998.9,2279.9429999999998,AZ,Maricopa County/Yavapai County,Arizona,West,33.7862,-112.30801,5685138.2700000005,25079.372999999996,18919.527000000006,43.00000000000001,2017-02,2
48571,SO - 0005254,2017-02-24,Skidoo Company,Wholesale,Product 1,6,1969.8,11818.8,1181.8799999999999,MD,Montgomery County,Maryland,South,38.99067,-77.02609,3016489.209,7091.279999999999,4727.52,40.00000000000001,2017-02,2
